symbol,timestamp,MAE,RMSE,R2,MAPE,Theil's U,Directional Accuracy,Backtest Return,Sharpe Ratio,Win Rate
BTC,2025-03-24 01:08:43,1329.4857741311603,1549.5982130231184,0.4464892794876614,0.01495981064450829,0.6166411272534961,0.7142857142857143,45004.5234375,6.300945179245569,0.6590909090909091
